,Product name,Rating,Summary,Review,sentiment_score,sentiment
131,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Worst experience ever!,Build quality is very bad after days speaker is not warm fineREAD MORE,-0.6661,Negative
132,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,No wordsREAD MORE,-0.296,Negative
133,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Nyc phoneREAD MORE,0.0,Neutral
134,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Amazing picture quality❤️👌🏼👌🏼READ MORE,0.5859,Positive
135,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Absolute rubbish!,"Hang issue , feels like used slow iphoneREAD MORE",0.3612,Positive
136,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,I'm happyREAD MORE,0.0,Neutral
137,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,"Powerful A15 Bionic chipLong-lasting battery lifeImproved camerasNew Cinematic mode for videoSleek and durable designSharp and vibrant display5G connectivityiOS 16 with new features and customizationsAvailable in four colors: Midnight, Starlight, Product Red, and PurpleREAD MORE",0.7351,Positive
138,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Best iPhone everREAD MORE,0.6369,Positive
140,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Great productREAD MORE,0.6249,Positive
141,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,I was a little sceptical about the red color but it looks premium. Amazing feel and touch. Love it..READ MORE,0.9108,Positive
142,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Nice phone ❤️ I PHONE 14 ❤️READ MORE,0.4215,Positive
143,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Received original and genuine product on 16 febuaryThanks flipkartREAD MORE,0.3182,Positive
144,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,"I Phine 14 ☺️Nice Product 👍 , Good Quality 👍 , i am very Happy 😊READ MORE",0.8655,Positive
145,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,"Nice phone, Genuine device and packaging. The delivery agent should be trained to not ask for OTP, until phone is thoroughly checked by customer.READ MORE",0.4215,Positive
146,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,nice 😍READ MORE,0.4215,Positive
147,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Loved itREAD MORE,0.5994,Positive
149,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Moderate,Performance of phone is not satisfying. Camera performance is very poor in comparison to other I phone 14. It seems that we have received defective model.READ MORE,-0.8304,Negative
150,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Good overall camera. Good specifications. But according to me S23 performs slightly better in terms of photos and portraits.READ MORE,0.7438,Positive
151,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Awesome picture qualityREAD MORE,0.6249,Positive
152,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Excellent phoneREAD MORE,0.5719,Positive
153,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,Love love love 😁😁😁READ MORE,0.9274,Positive
154,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,THE product is genuinely awesome.. and can't stop my etes from looking into the product.. Awesome work by APPLE and good customer support from seller and Flipkart...THANKS FOR THE PRODUCT... GO FOR ITREAD MORE,0.9402,Positive
157,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,"As expected, excellent pdt from Apple, stunning look, superb durability and great performance. Thanks to Flipkart for a fantastic offer on this product and timely delivery.READ MORE",0.9682,Positive
158,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Osm Mobile it is my 1st experience in iPhone 14 series I m satisfiedREAD MORE,0.0,Neutral
159,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,I am so happy to have first time i phone 14. My experience is outstanding to have this phone.But i wanted to have i phone 18 fortunately i have this now.READ MORE,0.8399,Positive
160,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Waste of money!,Facing heating issues while playing video and using cameraREAD MORE,0.2023,Positive
161,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Very fast delivery by Flipkart..Nice and beautiful productREAD MORE,0.5994,Positive
163,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Looking 🔥..i lv thisREAD MORE,0.0,Neutral
164,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Awesome.. packed well and safe delivery.READ MORE,0.8442,Positive
165,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,"First ever experiencing Iphone. Being an android user and switching over to Iphone and using it for a day makes me a step away from android. 1.Top Class Performance2. High defined Camera and Cinematic Video 3. Pocket friendly comparing pro and plus models4. Have a concern on Battery , though drains on a single day usage - It doesnt means a negative feedback since its 20W Charger charged from 3 to 60 at a time of 10 minutes. I was too surprised- The best class in Apple Series.Last but n...READ MORE",0.731,Positive
167,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,"I m using first time iPhone, experience is goodREAD MORE",0.0,Neutral
168,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Amazing.loved this colour.READ MORE,0.0,Neutral
169,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Really Feeling happy with my iPhone 14..Just in one word WoW..❤️READ MORE,0.6976,Positive
170,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Awesome device form apple just go for it and main point is Flipkart delivery facility is best.READ MORE,0.6249,Positive
171,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,"I really like it this beautiful iPhone💖The iPhone 14 is a very good phone for the money, offering improved cameras, a faster A15 Bionic chip and fun Action mode for video capture.READ MORE",0.9459,Positive
172,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Very Good,Phone is good but battery drains too muchREAD MORE,0.2382,Positive
173,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Good camera qualityREAD MORE,0.4404,Positive
175,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,"Thank you Flipkart, I am very happy with the phone, thank you very much, it is a very good phone.❤️😍☺️READ MORE",0.9039,Positive
176,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Pic quality is improvised.. lighter weight .. grip is better 😎🤓😎 I enjoyed it !!READ MORE,0.7351,Positive
178,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Thanks Flipkart for delivery on time.. and the product is same as I seen and buy...In this price the product is awesome and value for money..must go for it..READ MORE,0.8555,Positive
181,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Amazing deviceI switch to iPhone 14 from iPhone 8. Great camera and power management full day battery backup. Sound quality and display also awesome. Just go for it if you have enough moneyREAD MORE,0.9186,Positive
183,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Outstanding productREAD MORE,0.6124,Positive
184,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,"I got with in a day after I ordered,really happy with the product and serviceREAD MORE",0.5719,Positive
185,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,As expected. Genuine Product.READ MORE,0.0,Neutral
186,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Terrible product,Battery health decreased from 100 to 99 after 20 days of normal usage..poor experienceREAD MORE,0.0,Neutral
188,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,"Cameras quality is 🤩, all rounder phoneREAD MORE",0.0,Neutral
189,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Great product at this price range i am very happy to get this productREAD MORE,0.8439,Positive
191,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Nice product liked itREAD MORE,0.6808,Positive
192,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Pretty good,Nothing is bad in this phone i am using it for 1 month but tbh it did not meet my expectations .Looking at the price point i beleave it should not be sold greater than 40k.This is my first Iphone i just hope in the long run i get the value in return.Its a dream for many indians to own a iphone atleast once in a life time  i believe now that there are so many offers its not as hard as owning a iphone as it was before.You should always fullfill your dream no matter what is the costREAD MORE,0.8403,Positive
193,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Wonderful,Have recently moved over from Android to IOS. Felt very happy about it.READ MORE,0.6115,Positive
194,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Nice,Seems like a ordinary phone I am using. Not getting any feeling to have extra wings added to me like the craze among people to show off. In overall nothing extra I got in this.READ MORE,0.4642,Positive
195,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,"Overall good experience (4 months review)Display : 60hz but impressive,Camera: if lighting condition is good then it can click very good photos but incase of poor lighting not good experience at such price point.Battery: It can give 5-6 hr of screentime, it can sustain whole day with single charge.but Battery health reduces 1% in my 4 months of usage which is quite shocking for me.Charging: Charging speed is quite good with 20w charger but at such price point it could be better.Conc...READ MORE",0.8485,Positive
196,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Iphone14=camera+battery +processor with brandREAD MORE,0.0,Neutral
197,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Excellent experience with iPhone. Very nice product.READ MORE,0.7778,Positive
199,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Horrible,Camera not batter then galaxy s23READ MORE,0.0,Neutral
200,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Unsatisfactory,"Been a week n phn is getting hang , being an iphone, issue is thereREAD MORE",0.0,Neutral
201,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Bad quality,"After using for 2 weeks, conclusion :Battery drain very fast. It took 2 time a day for charging Camera is not good as I thought Display 60hz is smooth but not great Apple system is very classy If you are middle class family member then don't go for it. Android is far better for usesDon't overhypedREAD MORE",0.458,Positive
202,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,"More than the product, I love FK for their discountsREAD MORE",0.6369,Positive
203,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,"Amazing, too good, classic blackREAD MORE",0.7717,Positive
204,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Absolute rubbish!,Battery not goodREAD MORE,0.0,Neutral
205,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,"It's a nice phone, camera is great, gaming is great. Battery is only 3270 mAh, it should have been around 4500-5000 mAhREAD MORE",0.9001,Positive
206,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Best camera ever I have seen in iPhoneREAD MORE,0.6369,Positive
207,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Nice productREAD MORE,0.4215,Positive
208,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Best productREAD MORE,0.6369,Positive
209,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Horrible,Really disappointed with display and performance. Lagging in bgmi with graphics settings smooth + extreme. Hardly 50 fps. While lagging gives 25-30 fps which is frustrating for device like this.READ MORE,-0.7902,Negative
210,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Very poor,Phone not working properly. Mobile hanged and was unable to restart. Mobile network is not working.READ MORE,0.0,Neutral
211,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,"Apple is awesome.I like all aspects of this phone from design, camera, os and battery. I am loving it.READ MORE",0.7506,Positive
212,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Powerful processorGreat display Great cameraLess batteryREAD MORE,0.7845,Positive
213,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Performance - Amazing.UI exp- amazing...its simple. But sometime annoy.Battery- around 9hr normal usage(camera use).  Pubg game - 6hr apprx.Display- its good but I do not like to watch movies or tv series in 6.1 size screen. Better go for plus model.This size is handy.Gaming - sometime get sticky (due to heating) while playing pubg (HD quality). But overall run smooth. Do not forget to enable gaming mode and and guided acces.I find this phone suitable for daily purpose. It take less ti...READ MORE,0.8494,Positive
214,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Overall complete packageREAD MORE,0.0,Neutral
215,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,The smoothness of the phone is excellent. Battery is okayish if you switch from android. Camera is one the best.READ MORE,0.5719,Positive
216,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Slightly disappointed,Giving screen frozen(not responding)and heating problem within a monthREAD MORE,-0.0772,Neutral
217,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Smooth and early open box delivery by Flipkart. Got it at a great deal with exchange during the sale and I am extremely thrilled with it.READ MORE,0.807,Positive
218,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,The phone is simply incredible. Very smooth and camera is awesome.READ MORE,0.0,Neutral
219,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Just okay,"Good thing is 5 years of  software updates and security updates.  If you don’t charge the phone often, this is the good phone to go for.READ MORE",0.802,Positive
220,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Dream come true 👍 ✨️READ MORE,0.5859,Positive
221,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,"Definitely go for it ,iPhone 14 best front camera everREAD MORE",0.7845,Positive
